,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
95,2,333,1,3,England,Eoin Morgan,Bhuvneshwar Kumar,,16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,15.1,0,117723,-15.50,-27.00,1,0,8,OFF CUTTER,51,FRONTFOOT COVERDRIVE,0,0,2,15,131,4,0,0,2,0,0,0,0,0
96,3,333,1,3,England,Ben Stokes,Bhuvneshwar Kumar,,16,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,15.2,0,117724,-72.50,142.00,1,0,30,ANGLED ACROSS,,,0,0,3,15,132,4,0,0,2,0,0,0,0,0
97,4,333,1,3,England,Eoin Morgan,Bhuvneshwar Kumar,,16,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,15.3,0,117725,-9.50,50.00,0,0,30,ANGLED ACROSS,84,OFF DRIVE,0,0,4,15,132,4,0,0,2,0,0,0,0,0
98,5,333,1,3,England,Eoin Morgan,Bhuvneshwar Kumar,,16,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,15.4,0,117726,132.50,90.00,2,0,25,OFF SPIN,15,LOFT COVER,0,0,5,15,134,4,0,0,2,0,0,0,0,0
99,6,333,1,3,England,Eoin Morgan,Bhuvneshwar Kumar,,16,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,15.5,0,117727,-72.50,142.00,1,0,30,ANGLED ACROSS,47,ON DRIVE,0,0,6,15,135,4,0,0,2,0,0,0,0,0
100,7,333,1,3,England,Ben Stokes,Bhuvneshwar Kumar,,16,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,15.6,0,117728,54.50,139.00,1,0,,Knuckleball,84,OFF DRIVE,0,0,7,15,136,4,0,0,2,0,0,0,0,0
101,1,333,1,3,England,Ben Stokes,Hardik Pandya,,17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,16.1,0,117729,138.50,37.00,1,0,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,1,16,137,4,1,0,2,0,0,0,0,0
102,2,333,1,3,England,Eoin Morgan,Hardik Pandya,,17,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,16.2,0,117730,-120.50,95.00,1,0,8,OFF CUTTER,58,PULL SHOT,0,0,2,16,138,4,0,0,2,0,0,0,0,0
103,3,333,1,3,England,Ben Stokes,Hardik Pandya,,17,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,16.3,0,117731,-120.50,95.00,2,0,8,OFF CUTTER,58,PULL SHOT,0,0,3,16,140,4,0,0,2,0,0,0,0,0
104,4,333,1,3,England,Ben Stokes,Hardik Pandya,,17,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,16.4,0,117732,36.50,-124.00,2,0,8,OFF CUTTER,24,REVERSE SCOOP,0,0,4,16,142,4,0,0,2,0,0,0,0,0
105,5,333,1,3,England,Ben Stokes,Hardik Pandya,,17,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,16.5,0,117733,36.50,-124.00,0,0,8,OFF CUTTER,18,SLOG SHOT,0,0,5,16,142,4,0,0,2,0,0,0,0,0
106,6,333,1,3,England,Ben Stokes,Hardik Pandya,,17,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,16.6,0,117734,36.50,-124.00,0,0,16,SLOW BOUNCER,58,PULL SHOT,0,0,6,16,142,4,0,0,2,0,0,0,0,0
107,1,333,1,3,England,Eoin Morgan,Shardul Thakur,,18,1,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,17.1,0,117735,36.50,-124.00,0,0,8,OFF CUTTER,15,LOFT COVER,0,0,1,17,142,5,1,0,2,0,0,0,0,0
108,2,333,1,3,England,Ben Stokes,Shardul Thakur,,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,17.2,0,117736,76.50,-16.00,1,0,8,OFF CUTTER,36,CUT SHOT,0,0,2,17,143,5,2,0,2,0,0,0,0,0
109,3,333,1,3,England,Sam Curran,Shardul Thakur,,18,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,17.3,0,117737,35.50,-54.00,1,0,8,OFF CUTTER,44,GLIDE,0,0,3,17,144,5,0,0,2,0,0,0,0,0
110,4,333,1,3,England,Ben Stokes,Shardul Thakur,,18,4,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,,,0,17.4,0,117738,133.50,-37.00,3,0,8,OFF CUTTER,44,GLIDE,0,0,4,17,147,5,0,0,2,0,0,0,0,0
111,5,333,1,3,England,Sam Curran,Shardul Thakur,,18,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,17.5,0,117739,77.50,106.00,1,0,8,OFF CUTTER,27,FORWARD PUSH,0,0,5,17,148,5,0,0,2,0,0,0,0,0
112,6,333,1,3,England,Ben Stokes,Shardul Thakur,,18,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,17.6,0,117740,-128.50,44.00,1,0,30,ANGLED ACROSS,40,FLICK,0,0,6,17,149,5,0,0,2,0,0,0,0,0
113,1,333,1,3,England,Ben Stokes,Bhuvneshwar Kumar,,19,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,18.1,0,117741,92.50,138.00,2,0,8,OFF CUTTER,84,OFF DRIVE,0,0,1,18,151,5,1,1,3,0,0,0,0,0
114,2,333,1,3,England,Ben Stokes,Bhuvneshwar Kumar,,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,18.2,0,117742,92.50,138.00,0,0,30,ANGLED ACROSS,24,REVERSE SCOOP,0,0,2,18,151,5,0,0,3,0,0,0,0,0
115,3,333,1,3,England,Ben Stokes,Bhuvneshwar Kumar,,19,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,18.3,0,117743,-4.50,54.00,0,0,38,STRAIGHT BALL,74,SD ON,0,0,3,18,151,5,0,0,3,0,0,0,0,0
116,4,333,1,3,England,Ben Stokes,Bhuvneshwar Kumar,,19,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,18.4,0,117744,147.50,69.00,2,0,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,4,18,153,5,0,0,3,0,0,0,0,0
117,5,333,1,3,England,Ben Stokes,Bhuvneshwar Kumar,,19,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,18.5,0,117745,8.50,208.00,4,0,30,ANGLED ACROSS,13,LOFT STRAIGHT,0,0,5,18,157,5,0,0,3,0,0,0,0,0
118,6,333,1,3,England,Ben Stokes,Bhuvneshwar Kumar,,19,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,18.6,0,117746,129.50,31.00,1,0,8,OFF CUTTER,51,FRONTFOOT COVERDRIVE,0,0,6,18,158,5,0,0,3,0,0,0,0,0
119,1,333,1,3,England,Ben Stokes,Shardul Thakur,,20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,19.1,0,117747,-131.50,64.00,1,0,8,OFF CUTTER,18,SLOG SHOT,0,0,1,19,159,5,1,0,3,0,0,0,0,0
120,2,333,1,3,England,Sam Curran,Shardul Thakur,,20,2,1 (BY),1,0,0,0,0,1,1,0,0,1,0,0,0,0,,,0,19.2,1,117748,-64.50,159.00,1,0,8,OFF CUTTER,18,SLOG SHOT,0,0,2,19,160,5,0,0,3,0,0,0,0,0
121,3,333,1,3,England,Ben Stokes,Shardul Thakur,,20,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,19.3,0,117749,-131.50,64.00,0,0,8,OFF CUTTER,18,SLOG SHOT,0,0,3,19,160,5,0,0,3,0,0,0,0,0
122,4,333,1,3,England,Ben Stokes,Shardul Thakur,,20,4,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,19.4,0,117750,-62.50,173.00,0,0,46,LEGCUTTER,5,LOFT OFF,0,0,4,19,160,6,1,0,3,0,0,0,0,0
123,5,333,1,3,England,Sam Curran,Shardul Thakur,,20,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,19.5,0,117751,-62.50,173.00,0,0,8,OFF CUTTER,18,SLOG SHOT,0,0,5,19,160,6,2,0,3,0,0,0,0,0
124,6,333,1,3,England,Sam Curran,Shardul Thakur,,20,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,19.6,0,117752,-53.50,206.00,4,0,8,OFF CUTTER,11,LOFT ON,0,0,6,19,164,6,0,0,3,0,0,0,0,0
125,1,333,2,1,India,K L Rahul,Sam Curran,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,0,117753,,,0,0,41,INSWINGER,27,FORWARD PUSH,0,0,1,0,0,0,1,0,0,0,0,0,0,0
126,2,333,2,1,India,K L Rahul,Sam Curran,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,0,117754,7.50,43.00,0,0,41,INSWINGER,27,FORWARD PUSH,0,0,2,0,0,0,0,0,0,0,0,0,0,0
127,3,333,2,1,India,K L Rahul,Sam Curran,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,0,117755,-36.50,93.00,0,0,30,ANGLED ACROSS,84,OFF DRIVE,0,0,3,0,0,0,0,0,0,0,0,0,0,0
128,4,333,2,1,India,K L Rahul,Sam Curran,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,0,117756,13.50,20.00,0,0,41,INSWINGER,50,BACKFOOT DEFENCE,0,0,4,0,0,0,0,0,0,0,0,0,0,0
129,5,333,2,1,India,K L Rahul,Sam Curran,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,0,117757,13.50,22.00,0,0,8,OFF CUTTER,50,BACKFOOT DEFENCE,0,0,5,0,0,0,0,0,0,0,0,0,0,0
130,6,333,2,1,India,K L Rahul,Sam Curran,,1,6,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,0.6,0,117758,13.50,22.00,0,0,30,ANGLED ACROSS,27,FORWARD PUSH,0,0,6,0,0,1,1,0,0,0,0,0,0,0
131,1,333,2,1,India,Ishan Kishan,Jofra Archer,,2,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.1,0,117759,-53.50,-149.00,4,0,38,STRAIGHT BALL,54,LEG GLANCE,0,0,1,1,4,1,2,0,0,0,0,0,0,0
132,2,333,2,1,India,Ishan Kishan,Jofra Archer,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,0,117760,-80.50,10.00,1,0,30,ANGLED ACROSS,97,BACKFOOT PUSH,0,0,2,1,5,1,0,0,0,0,0,0,0,0
133,3,333,2,1,India,Virat Kohli,Jofra Archer,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,0,117761,49.50,18.00,1,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,3,1,6,1,0,0,0,0,0,0,0,0
134,4,333,2,1,India,Ishan Kishan,Jofra Archer,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,0,117762,49.50,18.00,0,0,30,ANGLED ACROSS,40,FLICK,0,0,4,1,6,1,0,0,0,0,0,0,0,0
