,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
28,5,334,1,1,India,Virat Kohli,Mark Wood,,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.5,0,117890,34.50,55.00,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,5,4,20,2,2,0,0,0,0,0,0,0
29,6,334,1,1,India,Virat Kohli,Mark Wood,,5,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.6,0,117891,-161.50,106.00,4,0,39,ANGLED IN,51,FRONTFOOT COVERDRIVE,0,0,6,4,24,2,0,0,0,0,0,0,0,0
30,1,334,1,1,India,Ishan Kishan,Chris Jordan,,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.1,0,117892,54.50,41.00,0,0,39,ANGLED IN,49,FORWARD DEFENCE,0,0,1,5,24,2,1,0,0,0,0,0,0,0
31,2,334,1,1,India,Ishan Kishan,Chris Jordan,,6,2,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,5.2,0,117893,-1.50,-108.00,0,0,38,STRAIGHT BALL,58,PULL SHOT,0,0,2,5,24,3,2,0,0,0,0,0,0,0
32,3,334,1,1,India,Virat Kohli,Chris Jordan,,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.3,0,117894,-1.50,-108.00,0,0,43,NIPBACKER,105,LEFT ALONE,0,0,3,5,24,3,3,0,0,0,0,0,0,0
33,4,334,1,1,India,Virat Kohli,Chris Jordan,,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.4,0,117895,-1.50,-108.00,0,0,38,STRAIGHT BALL,105,LEFT ALONE,0,0,4,5,24,3,0,0,0,0,0,0,0,0
34,5,334,1,1,India,Virat Kohli,Chris Jordan,,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.5,0,117896,-1.50,-108.00,0,0,38,STRAIGHT BALL,105,LEFT ALONE,0,0,5,5,24,3,0,0,0,0,0,0,0,0
35,6,334,1,1,India,Virat Kohli,Chris Jordan,,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.6,0,117897,54.50,73.00,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,6,5,24,3,0,0,0,0,0,0,0,0
36,1,334,1,1,India,Rishabh Pant,Ben Stokes,,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.1,0,117898,-7.50,29.00,0,0,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,1,6,24,3,1,0,0,0,0,0,0,0
37,2,334,1,1,India,Rishabh Pant,Ben Stokes,,7,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,6.2,0,117899,-36.50,-145.00,4,0,30,ANGLED ACROSS,54,LEG GLANCE,0,0,2,6,28,3,0,0,0,0,0,0,0,0
38,3,334,1,1,India,Rishabh Pant,Ben Stokes,,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.3,0,117900,41.50,18.00,0,0,30,ANGLED ACROSS,49,FORWARD DEFENCE,0,0,3,6,28,3,0,0,0,0,0,0,0,0
39,4,334,1,1,India,Rishabh Pant,Ben Stokes,,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.4,0,117901,41.50,18.00,0,0,30,ANGLED ACROSS,36,CUT SHOT,0,0,4,6,28,3,0,0,0,0,0,0,0,0
40,5,334,1,1,India,Rishabh Pant,Ben Stokes,,7,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.5,0,117902,48.50,112.00,1,0,30,ANGLED ACROSS,84,OFF DRIVE,0,0,5,6,29,3,0,0,0,0,0,0,0,0
41,6,334,1,1,India,Virat Kohli,Ben Stokes,,7,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.6,0,117903,-36.50,111.00,1,0,39,ANGLED IN,84,OFF DRIVE,0,0,6,6,30,3,0,0,0,0,0,0,0,0
42,1,334,1,1,India,Virat Kohli,Adil Rashid,,8,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,7.1,0,117904,-40.50,204.00,4,0,24,LEG SPIN,122,SDL OFF,0,0,1,7,34,3,1,0,0,0,0,0,0,0
43,2,334,1,1,India,Virat Kohli,Adil Rashid,,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.2,0,117905,-64.50,13.00,1,0,24,LEG SPIN,27,FORWARD PUSH,0,0,2,7,35,3,0,0,0,0,0,0,0,0
44,3,334,1,1,India,Rishabh Pant,Adil Rashid,,8,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.3,0,117906,-135.50,71.00,1,0,24,LEG SPIN,95,SLOG SWEEP,0,0,3,7,36,3,0,0,0,0,0,0,0,0
45,4,334,1,1,India,Virat Kohli,Adil Rashid,,8,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.4,0,117907,-82.50,32.00,1,0,24,LEG SPIN,27,FORWARD PUSH,0,0,4,7,37,3,0,0,0,0,0,0,0,0
46,5,334,1,1,India,Rishabh Pant,Adil Rashid,,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.5,0,117908,-82.50,32.00,0,0,28,GOOGLY,49,FORWARD DEFENCE,0,0,5,7,37,3,0,0,0,0,0,0,0,0
47,6,334,1,1,India,Rishabh Pant,Adil Rashid,,8,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.6,0,117909,156.50,15.00,1,0,24,LEG SPIN,36,CUT SHOT,0,0,6,7,38,3,0,0,0,0,0,0,0,0
48,1,334,1,1,India,Rishabh Pant,Ben Stokes,,9,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,8.1,1,117910,156.50,15.00,1,0,36,BOUNCER,105,LEFT ALONE,1,0,1,8,39,3,1,0,0,0,0,0,0,0
49,2,334,1,1,India,Rishabh Pant,Ben Stokes,,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.1,0,117911,-126.50,-34.00,1,0,8,OFF CUTTER,40,FLICK,0,0,2,8,40,3,0,0,0,0,0,0,0,0
50,3,334,1,1,India,Virat Kohli,Ben Stokes,,9,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.2,0,117912,-130.50,66.00,1,0,39,ANGLED IN,21,SD OFF,0,0,3,8,41,3,0,0,0,0,0,0,0,0
51,4,334,1,1,India,Rishabh Pant,Ben Stokes,,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.3,0,117913,-60.50,76.00,0,0,30,ANGLED ACROSS,47,ON DRIVE,0,0,4,8,41,3,0,0,0,0,0,0,0,0
52,5,334,1,1,India,Rishabh Pant,Ben Stokes,,9,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.4,0,117914,84.50,31.00,1,0,30,ANGLED ACROSS,97,BACKFOOT PUSH,0,0,5,8,42,3,0,0,0,0,0,0,0,0
53,6,334,1,1,India,Virat Kohli,Ben Stokes,,9,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.5,0,117915,129.50,-25.00,1,0,39,ANGLED IN,97,BACKFOOT PUSH,0,0,6,8,43,3,0,0,0,0,0,0,0,0
54,7,334,1,1,India,Rishabh Pant,Ben Stokes,,9,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.6,0,117916,-142.50,30.00,1,0,38,STRAIGHT BALL,40,FLICK,0,0,7,8,44,3,0,0,0,0,0,0,0,0
55,1,334,1,1,India,Rishabh Pant,Adil Rashid,,10,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,9.1,0,117917,-42.50,-146.00,4,0,28,GOOGLY,95,SLOG SWEEP,0,0,1,9,48,3,1,0,0,0,0,0,0,0
56,2,334,1,1,India,Rishabh Pant,Adil Rashid,,10,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,9.2,0,117918,166.50,133.00,4,0,24,LEG SPIN,61,INSIDE OUT,0,0,2,9,52,3,0,1,1,0,1,0,0,0
57,3,334,1,1,India,Rishabh Pant,Adil Rashid,,10,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.3,0,117919,62.50,20.00,1,0,28,GOOGLY,56,REVERSE SWEEP,0,0,3,9,53,3,0,0,1,0,0,0,0,0
58,4,334,1,1,India,Virat Kohli,Adil Rashid,,10,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.4,0,117920,65.50,164.00,1,0,24,LEG SPIN,47,ON DRIVE,0,0,4,9,54,3,0,0,1,0,0,0,0,0
59,5,334,1,1,India,Rishabh Pant,Adil Rashid,,10,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.5,0,117921,-130.50,31.00,1,0,28,GOOGLY,97,BACKFOOT PUSH,0,0,5,9,55,3,0,0,1,0,0,0,0,0
60,6,334,1,1,India,Virat Kohli,Adil Rashid,,10,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,9.6,0,117922,63.50,47.00,0,0,28,GOOGLY,27,FORWARD PUSH,0,0,6,9,55,3,0,0,1,0,0,0,0,0
61,1,334,1,1,India,Rishabh Pant,Chris Jordan,,11,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,10.1,0,117923,-136.50,75.00,2,0,39,ANGLED IN,58,PULL SHOT,0,0,1,10,57,3,1,0,1,0,0,0,0,0
62,2,334,1,1,India,Rishabh Pant,Chris Jordan,,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.2,0,117924,-136.50,75.00,0,0,39,ANGLED IN,36,CUT SHOT,0,0,2,10,57,3,0,0,1,0,0,0,0,0
63,3,334,1,1,India,Rishabh Pant,Chris Jordan,,11,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.3,0,117925,-139.50,-21.00,1,0,39,ANGLED IN,97,BACKFOOT PUSH,0,0,3,10,58,3,0,0,1,0,0,0,0,0
64,4,334,1,1,India,Virat Kohli,Chris Jordan,,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.4,0,117926,-139.50,-21.00,0,0,39,ANGLED IN,58,PULL SHOT,0,0,4,10,58,3,0,0,1,0,0,0,0,0
65,5,334,1,1,India,Virat Kohli,Chris Jordan,,11,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,10.5,0,117927,168.50,116.00,4,0,39,ANGLED IN,18,SLOG SHOT,0,0,5,10,62,3,0,0,1,0,0,0,0,0
66,6,334,1,1,India,Virat Kohli,Chris Jordan,,11,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.6,0,117928,-65.50,34.00,0,0,38,STRAIGHT BALL,51,FRONTFOOT COVERDRIVE,0,0,6,10,62,3,0,0,1,0,0,0,0,0
67,1,334,1,1,India,Rishabh Pant,Sam Curran,,12,1,2 WK,2,2,0,1,0,0,0,0,0,0,0,0,0,1,Run Out,WICKET,0,11.1,0,117929,148.50,-4.00,2,0,38,STRAIGHT BALL,52,BACKFOOT COVERDRIVE,0,0,1,11,64,4,1,0,1,0,0,0,0,0
68,2,334,1,1,India,Virat Kohli,Sam Curran,,12,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.2,0,117930,-38.50,111.00,1,0,30,ANGLED ACROSS,84,OFF DRIVE,0,0,2,11,65,4,0,0,1,0,0,0,0,0
69,3,334,1,1,India,Shreyas Iyer,Sam Curran,,12,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,11.3,0,117931,-150.50,131.00,4,0,8,OFF CUTTER,51,FRONTFOOT COVERDRIVE,0,0,3,11,69,4,0,0,1,0,0,0,0,0
70,4,334,1,1,India,Shreyas Iyer,Sam Curran,,12,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.4,0,117932,-55.50,21.00,1,0,8,OFF CUTTER,97,BACKFOOT PUSH,0,0,4,11,70,4,0,0,1,0,0,0,0,0
71,5,334,1,1,India,Virat Kohli,Sam Curran,,12,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.5,0,117933,83.50,27.00,1,0,30,ANGLED ACROSS,97,BACKFOOT PUSH,0,0,5,11,71,4,0,0,1,0,0,0,0,0
72,6,334,1,1,India,Shreyas Iyer,Sam Curran,,12,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,11.6,0,117934,-62.50,8.00,0,0,8,OFF CUTTER,49,FORWARD DEFENCE,0,0,6,11,71,4,0,0,1,0,0,0,0,0
73,1,334,1,1,India,Virat Kohli,Adil Rashid,,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.1,0,117935,94.50,127.00,1,0,24,LEG SPIN,47,ON DRIVE,0,0,1,12,72,4,1,0,1,0,0,0,0,0
74,2,334,1,1,India,Shreyas Iyer,Adil Rashid,,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.2,0,117936,-62.50,10.00,0,0,24,LEG SPIN,49,FORWARD DEFENCE,0,0,2,12,72,4,0,0,1,0,0,0,0,0
75,3,334,1,1,India,Shreyas Iyer,Adil Rashid,,13,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.3,0,117937,49.50,156.00,1,0,26,FLIPPER,47,ON DRIVE,0,0,3,12,73,4,0,0,1,0,0,0,0,0
76,4,334,1,1,India,Virat Kohli,Adil Rashid,,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.4,0,117938,58.50,154.00,0,0,28,GOOGLY,52,BACKFOOT COVERDRIVE,0,0,4,12,73,4,0,0,1,0,0,0,0,0
77,5,334,1,1,India,Virat Kohli,Adil Rashid,,13,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.5,0,117939,58.50,154.00,1,0,24,LEG SPIN,74,SD ON,0,0,5,12,74,4,0,0,1,0,0,0,0,0
78,6,334,1,1,India,Shreyas Iyer,Adil Rashid,,13,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.6,0,117940,58.50,154.00,0,0,24,LEG SPIN,50,BACKFOOT DEFENCE,0,0,6,12,74,4,0,0,1,0,0,0,0,0
79,1,334,1,1,India,Virat Kohli,Sam Curran,,14,1,4 (LB),4,0,0,0,0,1,4,0,0,0,1,1,0,0,,,0,13.1,1,117941,63.50,-147.00,4,0,38,STRAIGHT BALL,37,SD FLICK,0,0,1,13,78,4,1,0,1,0,0,0,0,0
80,2,334,1,1,India,Virat Kohli,Sam Curran,,14,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,13.2,0,117942,-132.50,77.00,2,0,30,ANGLED ACROSS,15,LOFT COVER,0,0,2,13,80,4,0,0,1,0,0,0,0,0
81,3,334,1,1,India,Virat Kohli,Sam Curran,,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,13.3,0,117943,-132.50,77.00,0,0,30,ANGLED ACROSS,89,SD COVER,0,0,3,13,80,4,0,0,1,0,0,0,0,0
82,4,334,1,1,India,Virat Kohli,Sam Curran,,14,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.4,0,117944,126.50,98.00,1,0,30,ANGLED ACROSS,58,PULL SHOT,0,0,4,13,81,4,0,0,1,0,0,0,0,0
83,5,334,1,1,India,Shreyas Iyer,Sam Curran,,14,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.5,0,117945,68.50,153.00,1,0,30,ANGLED ACROSS,47,ON DRIVE,0,0,5,13,82,4,0,0,1,0,0,0,0,0
84,6,334,1,1,India,Virat Kohli,Sam Curran,,14,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.6,0,117946,-50.50,160.00,1,0,30,ANGLED ACROSS,21,SD OFF,0,0,6,13,83,4,0,0,1,0,0,0,0,0
85,1,334,1,1,India,Virat Kohli,Mark Wood,,15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.1,0,117947,139.50,93.00,1,0,38,STRAIGHT BALL,58,PULL SHOT,0,0,1,14,84,4,1,0,1,0,0,0,0,0
86,2,334,1,1,India,Shreyas Iyer,Mark Wood,,15,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,14.2,0,117948,142.50,34.00,2,0,39,ANGLED IN,40,FLICK,0,0,2,14,86,4,0,0,1,0,0,0,0,0
87,3,334,1,1,India,Shreyas Iyer,Mark Wood,,15,3,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,14.3,0,117949,-154.50,63.00,0,0,39,ANGLED IN,31,UPPER CUT,0,0,3,14,86,5,1,0,1,0,0,0,0,0
88,4,334,1,1,India,Virat Kohli,Mark Wood,,15,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.4,0,117950,147.50,45.00,1,0,39,ANGLED IN,58,PULL SHOT,0,0,4,14,87,5,2,0,1,0,0,0,0,0
89,5,334,1,1,India,Hardik Pandya,Mark Wood,,15,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,14.5,0,117951,147.50,45.00,0,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,5,14,87,5,0,0,1,0,0,0,0,0
90,6,334,1,1,India,Hardik Pandya,Mark Wood,,15,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,14.6,0,117952,147.50,45.00,0,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,6,14,87,5,0,0,1,0,0,0,0,0
91,1,334,1,1,India,Virat Kohli,Jofra Archer,,16,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,15.1,1,117953,147.50,45.00,1,0,46,LEGCUTTER,40,FLICK,0,0,1,15,88,5,1,0,1,0,0,0,0,0
92,2,334,1,1,India,Virat Kohli,Jofra Archer,,16,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,15.1,0,117954,-59.50,204.00,4,0,39,ANGLED IN,5,LOFT OFF,0,0,2,15,92,5,0,0,1,0,0,0,0,0
93,3,334,1,1,India,Virat Kohli,Jofra Archer,,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,15.2,0,117955,30.50,53.00,0,0,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,3,15,92,5,0,0,1,0,0,0,0,0
