,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
191,1,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,12,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,11.1,0,118053,-177.50,-43.00,4,0,24,LEG SPIN,56,REVERSE SWEEP,0,0,1,11,96,2,1,0,1,0,0,0,0,0
192,2,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,11.2,0,118054,22.50,-10.00,0,0,24,LEG SPIN,40,FLICK,0,0,2,11,96,2,0,0,1,0,0,0,0,0
193,3,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,12,3,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,11.3,1,118055,22.50,-10.00,1,0,24,LEG SPIN,55,SWEEP SHOT,0,0,3,11,97,2,0,0,1,0,0,0,0,0
194,4,334,2,3,England,Jonny Bairstow,Yuzvendra Chahal,,12,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,11.4,0,118056,120.50,-11.00,2,0,28,GOOGLY,40,FLICK,0,0,4,11,99,2,0,0,1,0,0,0,0,0
195,5,334,2,3,England,Jonny Bairstow,Yuzvendra Chahal,,12,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.5,0,118057,126.50,-44.00,1,0,24,LEG SPIN,55,SWEEP SHOT,0,0,5,11,100,2,0,1,2,0,0,1,0,0
196,6,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,12,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,11.6,0,118058,119.50,82.00,2,0,26,FLIPPER,40,FLICK,0,0,6,11,102,2,0,0,2,0,0,0,0,0
197,1,334,2,3,England,Jonny Bairstow,Bhuvneshwar Kumar,,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.1,0,118059,119.50,82.00,0,0,39,ANGLED IN,37,SD FLICK,0,0,1,12,102,2,1,0,2,0,0,0,0,0
198,2,334,2,3,England,Jonny Bairstow,Bhuvneshwar Kumar,,13,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.2,0,118060,85.50,133.00,1,0,38,STRAIGHT BALL,74,SD ON,0,0,2,12,103,2,0,0,2,0,0,0,0,0
199,3,334,2,3,England,Jos Buttler,Bhuvneshwar Kumar,,13,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,12.3,0,118061,-131.50,-45.00,2,0,46,LEGCUTTER,36,CUT SHOT,0,0,3,12,105,2,0,0,2,0,0,0,0,0
200,4,334,2,3,England,Jos Buttler,Bhuvneshwar Kumar,,13,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.4,0,118062,25.50,30.00,1,0,44,REVERSE SWING,50,BACKFOOT DEFENCE,0,0,4,12,106,2,0,0,2,0,0,0,0,0
201,5,334,2,3,England,Jonny Bairstow,Bhuvneshwar Kumar,,13,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,12.5,0,118063,108.50,139.00,1,0,39,ANGLED IN,47,ON DRIVE,0,0,5,12,107,2,0,0,2,0,0,0,0,0
202,6,334,2,3,England,Jos Buttler,Bhuvneshwar Kumar,,13,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,12.6,0,118064,112.50,31.00,0,0,46,LEGCUTTER,27,FORWARD PUSH,0,0,6,12,107,2,0,0,2,0,0,0,0,0
203,1,334,2,3,England,Jonny Bairstow,Washington Sundar,,14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.1,0,118065,142.50,-7.00,1,0,23,ARM BALL,58,PULL SHOT,0,0,1,13,108,2,1,0,2,0,0,0,0,0
204,2,334,2,3,England,Jos Buttler,Washington Sundar,,14,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.2,0,118066,34.50,-58.00,1,0,23,ARM BALL,58,PULL SHOT,0,0,2,13,109,2,0,0,2,0,0,0,0,0
205,3,334,2,3,England,Jonny Bairstow,Washington Sundar,,14,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,13.3,0,118067,160.50,-80.00,4,0,23,ARM BALL,55,SWEEP SHOT,0,0,3,13,113,2,0,0,2,0,0,0,0,0
206,4,334,2,3,England,Jonny Bairstow,Washington Sundar,,14,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,13.4,0,118068,80.50,51.00,1,0,23,ARM BALL,37,SD FLICK,0,0,4,13,114,2,0,0,2,0,0,0,0,0
207,5,334,2,3,England,Jos Buttler,Washington Sundar,,14,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,13.5,0,118069,30.50,67.00,0,0,23,ARM BALL,97,BACKFOOT PUSH,0,0,5,13,114,2,0,0,2,0,0,0,0,0
208,6,334,2,3,England,Jos Buttler,Washington Sundar,,14,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,13.6,0,118070,140.50,178.00,6,0,23,ARM BALL,11,LOFT ON,0,0,6,13,120,2,0,0,2,0,0,0,0,0
209,1,334,2,3,England,Jonny Bairstow,Yuzvendra Chahal,,15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.1,0,118071,156.50,17.00,1,0,24,LEG SPIN,55,SWEEP SHOT,0,0,1,14,121,2,1,0,2,0,0,0,0,0
210,2,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,15,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.2,0,118072,-61.50,-45.00,1,0,24,LEG SPIN,55,SWEEP SHOT,0,0,2,14,122,2,0,0,2,0,0,0,0,0
211,3,334,2,3,England,Jonny Bairstow,Yuzvendra Chahal,,15,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,14.3,0,118073,-61.50,-45.00,0,0,17,NO TURN,56,REVERSE SWEEP,0,0,3,14,122,2,0,0,2,0,0,0,0,0
212,4,334,2,3,England,Jonny Bairstow,Yuzvendra Chahal,,15,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,14.4,0,118074,101.50,-83.00,1,0,24,LEG SPIN,55,SWEEP SHOT,0,0,4,14,123,2,0,0,2,0,0,0,0,0
213,5,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,15,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,14.5,0,118075,-151.50,55.00,2,0,24,LEG SPIN,36,CUT SHOT,0,0,5,14,125,2,0,0,2,0,0,0,0,0
214,6,334,2,3,England,Jos Buttler,Yuzvendra Chahal,,15,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,14.6,0,118076,-120.50,-19.00,2,0,24,LEG SPIN,56,REVERSE SWEEP,0,0,6,14,127,2,0,0,2,0,0,0,0,0
215,1,334,2,3,England,Jonny Bairstow,Washington Sundar,,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,15.1,0,118077,-26.50,22.00,0,0,25,OFF SPIN,55,SWEEP SHOT,0,0,1,15,127,2,1,0,2,0,0,0,0,0
216,2,334,2,3,England,Jonny Bairstow,Washington Sundar,,16,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,15.2,0,118078,155.50,70.00,1,0,23,ARM BALL,58,PULL SHOT,0,0,2,15,128,2,0,0,2,0,0,0,0,0
217,3,334,2,3,England,Jos Buttler,Washington Sundar,,16,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,15.3,0,118079,-139.50,-27.00,1,0,23,ARM BALL,97,BACKFOOT PUSH,0,0,3,15,129,2,0,0,2,0,0,0,0,0
218,4,334,2,3,England,Jonny Bairstow,Washington Sundar,,16,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,15.4,0,118080,88.50,160.00,1,0,23,ARM BALL,97,BACKFOOT PUSH,0,0,4,15,130,2,0,0,2,0,0,0,0,0
219,5,334,2,3,England,Jos Buttler,Washington Sundar,,16,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,15.5,0,118081,106.50,61.00,0,0,23,ARM BALL,58,PULL SHOT,0,0,5,15,130,2,0,0,2,0,0,0,0,0
220,6,334,2,3,England,Jos Buttler,Washington Sundar,,16,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,15.6,0,118082,91.50,-50.00,2,0,23,ARM BALL,40,FLICK,0,0,6,15,132,2,0,0,2,0,0,0,0,0
221,1,334,2,3,England,Jonny Bairstow,Shardul Thakur,,17,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,16.1,0,118083,-25.50,-150.00,4,0,39,ANGLED IN,58,PULL SHOT,0,0,1,16,136,2,1,0,2,0,0,0,0,0
222,2,334,2,3,England,Jonny Bairstow,Shardul Thakur,,17,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,16.2,0,118084,-48.50,-112.00,2,0,38,STRAIGHT BALL,18,SLOG SHOT,0,0,2,16,138,2,0,0,2,0,0,0,0,0
223,3,334,2,3,England,Jonny Bairstow,Shardul Thakur,,17,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,16.3,0,118085,133.50,-32.00,1,0,16,SLOW BOUNCER,58,PULL SHOT,0,0,3,16,139,2,0,0,2,0,0,0,0,0
224,4,334,2,3,England,Jos Buttler,Shardul Thakur,,17,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,16.4,0,118086,-73.50,59.00,1,0,38,STRAIGHT BALL,52,BACKFOOT COVERDRIVE,0,0,4,16,140,2,0,0,2,0,0,0,0,0
225,5,334,2,3,England,Jonny Bairstow,Shardul Thakur,,17,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,16.5,0,118087,-94.50,43.00,0,0,38,STRAIGHT BALL,36,CUT SHOT,0,0,5,16,140,2,0,0,2,0,0,0,0,0
226,6,334,2,3,England,Jonny Bairstow,Shardul Thakur,,17,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,16.6,0,118088,-60.50,-22.00,1,0,8,OFF CUTTER,36,CUT SHOT,0,0,6,16,141,2,0,0,2,0,0,0,0,0
227,1,334,2,3,England,Jonny Bairstow,Bhuvneshwar Kumar,,18,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,17.1,0,118089,115.50,121.00,2,0,46,LEGCUTTER,74,SD ON,0,0,1,17,143,2,1,0,2,0,0,0,0,0
228,2,334,2,3,England,Jonny Bairstow,Bhuvneshwar Kumar,,18,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,17.2,0,118090,89.50,-135.00,4,0,47,SLOWER BALL,99,SCOOP,0,0,2,17,147,2,0,0,2,0,0,0,0,0
229,3,334,2,3,England,Jonny Bairstow,Bhuvneshwar Kumar,,18,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,17.3,0,118091,113.50,125.00,1,0,39,ANGLED IN,101,BACKFOOT ON DRIVE,0,0,3,17,148,2,0,0,2,0,0,0,0,0
230,4,334,2,3,England,Jos Buttler,Bhuvneshwar Kumar,,18,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,17.4,0,118092,-162.50,25.00,1,0,38,STRAIGHT BALL,52,BACKFOOT COVERDRIVE,0,0,4,17,149,2,0,0,2,0,0,0,0,0
231,5,334,2,3,England,Jonny Bairstow,Bhuvneshwar Kumar,,18,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,17.5,0,118093,143.50,-5.00,1,0,39,ANGLED IN,58,PULL SHOT,0,0,5,17,150,2,0,1,3,0,0,0,0,0
232,6,334,2,3,England,Jos Buttler,Bhuvneshwar Kumar,,18,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,17.6,0,118094,143.50,-5.00,0,0,39,ANGLED IN,97,BACKFOOT PUSH,0,0,6,17,150,2,0,0,3,0,0,0,0,0
233,1,334,2,3,England,Jonny Bairstow,Shardul Thakur,,19,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,18.1,0,118095,177.50,127.00,4,0,38,STRAIGHT BALL,58,PULL SHOT,0,0,1,18,154,2,1,0,3,0,0,0,0,0
234,2,334,2,3,England,Jonny Bairstow,Shardul Thakur,,19,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,18.2,0,118096,-178.50,-64.00,4,0,16,SLOW BOUNCER,36,CUT SHOT,0,0,2,18,158,2,0,0,3,0,0,0,0,0
