,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick,STclientID,NSTclientID
40,4,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Shardul Thakur,,7,4,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,6.4,1,1,0,298985,-143.50,-71.70,6,0,,38,STRAIGHT BALL,58,BACKFOOT PULL SHOT,0,0,4,6,68,1,Outside Leg stump,Short of Good Length,0,0,1,0,0,0,0,0,,41
41,5,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Shardul Thakur,,7,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.5,1,1,0,298986,39.29,-56.96,0,0,,30,ANGLED ACROSS,44,GLIDE,0,0,5,6,68,1,Leg stump,Short of Good Length,0,0,1,0,0,0,0,0,,41
42,6,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Shardul Thakur,,7,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.6,1,1,0,298987,42.51,50.32,1,0,,30,ANGLED ACROSS,27,FORWARD PUSH,0,0,6,6,69,1,Off stump,Full Length,0,0,1,0,0,0,0,0,,41
43,1,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Sunil Narine,,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.1,1,1,0,298988,40.67,11.64,0,0,,33,CARROM BALL,55,SWEEP SHOT,0,0,1,7,69,1,Leg stump,Good Length,1,0,1,0,0,0,0,0,,41
44,2,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Sunil Narine,,8,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,7.2,1,1,0,298989,-114.03,28.22,2,0,,33,CARROM BALL,97,BACKFOOT PUSH,0,0,2,7,71,1,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,,41
45,3,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Sunil Narine,,8,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,7.3,1,1,0,298990,-118.64,-103.93,4,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Punjab-Kings-VS-Kolkata-Knight-Riders-(01-Apr-2023)/File_1-8-298990.png,33,CARROM BALL,55,SWEEP SHOT,0,0,3,7,75,1,Leg stump,Good Length,0,0,1,0,0,0,0,0,,41
46,4,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Sunil Narine,,8,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.4,1,1,0,298991,-31.15,-54.20,1,0,,33,CARROM BALL,122,STEP DOWN LOFTED OFF DRIVE,0,0,4,7,76,1,Off stump,Good Length,0,0,1,0,0,0,0,0,,41
47,5,857,1,15,Punjab Kings,Shikhar Dhawan,Sunil Narine,,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.5,1,1,0,298992,-113.11,52.16,1,0,,33,CARROM BALL,97,BACKFOOT PUSH,0,0,5,7,77,1,Off stump,Short of Good Length,0,0,1,0,0,0,0,0,41,
48,6,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Sunil Narine,,8,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,7.6,1,1,0,298993,-114.49,129.05,2,0,,33,CARROM BALL,33,CHIP SHOT,0,0,6,7,79,1,Off stump,Full Length,0,0,1,0,0,0,0,0,,41
49,1,857,1,15,Punjab Kings,Shikhar Dhawan,Shardul Thakur,,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.1,1,1,0,298994,147.03,-5.40,1,0,,30,ANGLED ACROSS,97,BACKFOOT PUSH,0,0,1,8,80,1,Leg stump,Short of Good Length,1,0,1,0,0,0,0,0,41,
50,2,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Shardul Thakur,,9,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,8.2,1,1,0,298995,60.01,-138.46,4,0,,39,ANGLED IN,35,LATE CUT,0,0,2,8,84,1,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,,41
51,3,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Shardul Thakur,,9,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.3,1,1,0,298996,71.06,-13.22,1,0,,47,SLOWER BALL,11,LOFTED ON DRIVE,0,0,3,8,85,1,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,,41
52,4,857,1,15,Punjab Kings,Shikhar Dhawan,Shardul Thakur,,9,4,5 (NB),5,4,0,0,0,0,1,0,1,0,0,1,0,0,,,0,8.4,1,1,1,298997,167.29,-46.37,5,0,,30,ANGLED ACROSS,36,CUT SHOT,0,0,4,8,90,1,Outside Off stump,Full Toss,0,0,1,0,0,0,0,0,41,
53,5,857,1,15,Punjab Kings,Shikhar Dhawan,Shardul Thakur,,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.4,1,1,0,298998,69.68,48.47,0,0,,38,STRAIGHT BALL,51,FRONTFOOT COVERDRIVE,0,0,5,8,90,1,Middle stump,Full Length,0,0,1,0,0,0,0,0,41,
54,6,857,1,15,Punjab Kings,Shikhar Dhawan,Shardul Thakur,,9,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.5,1,1,0,298999,110.20,48.47,1,0,,30,ANGLED ACROSS,27,FORWARD PUSH,0,0,6,8,91,1,Outside Off stump,Full Length,0,0,1,0,0,0,0,0,41,
55,7,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Shardul Thakur,,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.6,1,1,0,299000,79.35,-32.56,0,0,,39,ANGLED IN,49,FORWARD DEFENCE,0,0,7,8,91,1,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,,41
56,1,857,1,15,Punjab Kings,Shikhar Dhawan,Varun Chakaravarthy,,10,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,9.1,1,1,0,299001,-181.72,24.53,4,0,,28,GOOGLY,58,BACKFOOT PULL SHOT,0,0,1,9,95,1,Outside Off stump,Short of Good Length,1,0,1,0,0,0,0,0,41,
57,2,857,1,15,Punjab Kings,Shikhar Dhawan,Varun Chakaravarthy,,10,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.2,1,1,0,299002,-88.25,-52.36,1,0,,28,GOOGLY,40,FRONTFOOT FLICK,0,0,2,9,96,1,Outside Leg stump,Good Length,0,0,1,0,0,0,0,0,41,
58,3,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Varun Chakaravarthy,,10,3,1 (LB),1,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,9.3,1,1,1,299003,-88.25,-52.36,1,0,,28,GOOGLY,55,SWEEP SHOT,0,0,3,9,97,1,Outside Leg stump,Good Length,0,0,1,0,0,0,0,0,,41
59,4,857,1,15,Punjab Kings,Shikhar Dhawan,Varun Chakaravarthy,,10,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.4,1,1,0,299004,-138.90,59.99,1,0,,28,GOOGLY,58,BACKFOOT PULL SHOT,0,0,4,9,98,1,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,41,
60,5,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Varun Chakaravarthy,,10,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.5,1,1,0,299005,73.36,36.04,1,0,,28,GOOGLY,46,FRONTFOOT PULL SHOT,0,0,5,9,99,1,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,,41
61,6,857,1,15,Punjab Kings,Shikhar Dhawan,Varun Chakaravarthy,,10,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.6,1,1,0,299006,41.13,-18.29,1,0,,28,GOOGLY,36,CUT SHOT,0,0,6,9,100,1,Outside Leg stump,Good Length,0,1,2,0,0,1,0,0,41,
63,1,857,1,15,Punjab Kings,Shikhar Dhawan,Umesh Yadav,,11,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,10.1,1,1,0,299007,153.94,-54.66,4,0,,30,ANGLED ACROSS,96,SLICED OVER POINT,0,0,1,10,104,1,Outside Off stump,Full Length,1,0,2,0,0,0,0,0,41,
64,2,857,1,15,Punjab Kings,Shikhar Dhawan,Umesh Yadav,,11,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.2,1,1,0,299008,150.26,35.12,1,0,,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,2,10,105,1,Outside Off stump,Full Length,0,0,2,0,0,0,0,0,41,
65,3,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Umesh Yadav,,11,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,10.3,1,1,0,299009,124.47,130.43,2,0,,30,ANGLED ACROSS,5,LOFTED OFF DRIVE,0,0,3,10,107,1,Leg stump,Full Length,0,0,2,0,0,0,0,0,,41
66,4,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Umesh Yadav,,11,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,10.4,1,1,0,299010,153.94,81.17,2,0,,46,LEGCUTTER,15,LOFTED COVER DRIVE,0,0,4,10,109,1,Outside Off stump,Full Length,0,0,2,0,0,0,0,0,,41
67,5,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Umesh Yadav,,11,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.5,1,1,0,299011,153.94,81.17,0,0,,30,ANGLED ACROSS,5,LOFTED OFF DRIVE,0,0,5,10,109,1,Outside Off stump,Good Length,0,0,2,0,0,0,0,0,,41
68,6,857,1,15,Punjab Kings,Bhanuka Rajapaksa,Umesh Yadav,,11,6,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,10.6,1,1,0,299012,-73.05,159.44,0,0,,46,LEGCUTTER,94,STEP DOWN LOFTED ON DRIVE,0,0,6,10,109,2,Middle stump,Good Length,1,0,2,0,0,0,0,0,,41
69,1,857,1,15,Punjab Kings,Shikhar Dhawan,Sunil Narine,,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.1,1,1,0,299013,-117.26,55.38,1,0,,33,CARROM BALL,47,FRONTFOOT ON DRIVE,0,0,1,11,110,2,Off stump,Good Length,2,0,2,0,0,0,0,0,41,
70,2,857,1,15,Punjab Kings,Jitesh Sharma,Sunil Narine,,12,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.2,1,1,0,299014,-131.53,36.50,1,0,,33,CARROM BALL,51,FRONTFOOT COVERDRIVE,0,0,2,11,111,2,Outside Off stump,Good Length,0,0,2,0,0,0,0,0,,41
71,3,857,1,15,Punjab Kings,Shikhar Dhawan,Sunil Narine,,12,3,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,11.3,1,1,1,299015,-131.53,36.50,1,0,,33,CARROM BALL,54,LEG GLANCE,0,0,3,11,112,2,Outside Leg stump,Good Length,0,0,2,0,0,0,0,0,41,
72,4,857,1,15,Punjab Kings,Shikhar Dhawan,Sunil Narine,,12,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.3,1,1,0,299016,-128.77,45.71,1,0,,33,CARROM BALL,97,BACKFOOT PUSH,0,0,4,11,113,2,Outside Off stump,Short of Good Length,0,0,2,0,0,0,0,0,41,
73,5,857,1,15,Punjab Kings,Jitesh Sharma,Sunil Narine,,12,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,11.4,1,1,0,299017,-108.97,118.46,2,0,,25,OFF SPIN,84,FRONTFOOT OFF DRIVE,0,0,5,11,115,2,Outside Off stump,Good Length,0,0,2,0,0,0,0,0,,41
74,6,857,1,15,Punjab Kings,Jitesh Sharma,Sunil Narine,,12,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,11.5,1,1,0,299018,-50.49,35.58,0,0,,33,CARROM BALL,49,FORWARD DEFENCE,0,0,6,11,115,2,Outside Off stump,Good Length,0,0,2,0,0,0,0,0,,41
75,7,857,1,15,Punjab Kings,Jitesh Sharma,Sunil Narine,,12,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,11.6,1,1,0,299019,36.53,212.85,6,0,,25,OFF SPIN,69,STEP DOWN LOFTED STRAIGHT DRIVE,0,0,7,11,121,2,Outside Off stump,Good Length,0,0,2,0,0,0,0,0,,41
