,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick,STclientID,NSTclientID
11,4,863,1,15,Punjab Kings,Shikhar Dhawan,Asif K M,,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,300409,76.59,94.52,1,0,,30,ANGLED ACROSS,84,FRONTFOOT OFF DRIVE,0,0,4,1,10,0,Outside Off stump,Full Length,0,0,0,0,0,0,0,0,41,5436
12,5,863,1,15,Punjab Kings,Simran Singh,Asif K M,,2,5,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1.5,1,1,0,300410,160.38,-48.68,6,0,,39,ANGLED IN,40,FRONTFOOT FLICK,0,0,5,1,16,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,5436,41
13,6,863,1,15,Punjab Kings,Simran Singh,Asif K M,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,300411,-29.77,38.81,0,0,,39,ANGLED IN,49,FORWARD DEFENCE,0,0,6,1,16,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,5436,41
14,1,863,1,15,Punjab Kings,Shikhar Dhawan,Trent Boult,,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.1,1,1,0,300412,76.13,40.65,0,0,,39,ANGLED IN,27,FORWARD PUSH,0,0,1,2,16,0,Outside Off stump,Good Length,1,0,0,0,0,0,0,0,41,5436
15,2,863,1,15,Punjab Kings,Shikhar Dhawan,Trent Boult,,3,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.2,1,1,0,300413,-163.30,-50.52,4,0,,39,ANGLED IN,40,FRONTFOOT FLICK,0,0,2,2,20,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,41,5436
16,3,863,1,15,Punjab Kings,Shikhar Dhawan,Trent Boult,,3,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.3,1,1,0,300414,173.28,-27.50,4,0,,39,ANGLED IN,16,BACKFOOT SQUARE DRIVE,0,0,3,2,24,0,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,41,5436
17,4,863,1,15,Punjab Kings,Shikhar Dhawan,Trent Boult,,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.4,1,1,0,300415,100.99,37.88,0,0,,42,OUTSWINGER,52,BACKFOOT COVERDRIVE,0,0,4,2,24,0,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,41,5436
18,5,863,1,15,Punjab Kings,Shikhar Dhawan,Trent Boult,,3,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.5,1,1,0,300416,132.30,-47.29,1,0,,42,OUTSWINGER,36,CUT SHOT,0,0,5,2,25,0,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,41,5436
19,6,863,1,15,Punjab Kings,Simran Singh,Trent Boult,,3,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.6,1,1,0,300417,-100.22,-83.67,1,0,,30,ANGLED ACROSS,44,GLIDE,0,0,6,2,26,0,Off stump,Short of Good Length,0,0,0,0,0,0,0,0,5436,41
20,1,863,1,15,Punjab Kings,Simran Singh,Asif K M,,4,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.1,1,1,0,300418,-70.75,201.80,4,0,,39,ANGLED IN,122,STEP DOWN LOFTED OFF DRIVE,0,0,1,3,30,0,Outside Off stump,Short of Good Length,1,0,0,0,0,0,0,0,5436,41
21,2,863,1,15,Punjab Kings,Simran Singh,Asif K M,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.2,1,1,0,300419,-70.75,201.80,0,0,,37,NIPPED AWAY,58,BACKFOOT PULL SHOT,0,0,2,3,30,0,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,5436,41
22,3,863,1,15,Punjab Kings,Simran Singh,Asif K M,,4,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.3,1,1,0,300420,-124.62,-94.72,4,0,,39,ANGLED IN,44,GLIDE,0,0,3,3,34,0,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,5436,41
23,4,863,1,15,Punjab Kings,Simran Singh,Asif K M,,4,4,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,3.4,1,1,0,300421,182.49,70.58,6,0,,39,ANGLED IN,58,BACKFOOT PULL SHOT,0,0,4,3,40,0,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,5436,41
24,5,863,1,15,Punjab Kings,Simran Singh,Asif K M,,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.5,1,1,0,300422,-39.90,36.04,0,0,,39,ANGLED IN,84,FRONTFOOT OFF DRIVE,0,0,5,3,40,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,5436,41
25,6,863,1,15,Punjab Kings,Simran Singh,Asif K M,,4,6,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,3.6,1,1,1,300423,-39.90,36.04,1,0,,36,BOUNCER,36,CUT SHOT,1,0,6,3,41,0,Outside Off stump,Short Length,0,0,0,0,0,0,0,0,5436,41
26,7,863,1,15,Punjab Kings,Simran Singh,Asif K M,,4,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.6,1,1,0,300424,-175.27,95.44,4,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Rajasthan-Royals-VS-Punjab-Kings-(05-Apr-2023)/File_1-4-300424.png,39,ANGLED IN,89,STEP DOWN COVER DRIVE,0,0,7,3,45,0,Off stump,Full Length,0,0,0,0,0,0,0,0,5436,41
27,1,863,1,15,Punjab Kings,Shikhar Dhawan,Ravichandran Ashwin,,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.1,1,1,0,300425,-120.48,73.80,1,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Rajasthan-Royals-VS-Punjab-Kings-(05-Apr-2023)/File_1-5-300425.png,23,ARM BALL,74,STEP DOWN ON DRIVE,0,0,1,4,46,0,Off stump,Good Length,1,0,0,0,0,0,0,0,41,5436
28,2,863,1,15,Punjab Kings,Simran Singh,Ravichandran Ashwin,,5,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.2,1,1,0,300426,184.79,26.37,4,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Rajasthan-Royals-VS-Punjab-Kings-(05-Apr-2023)/File_1-5-300426.png,25,OFF SPIN,95,SLOG SWEEP,0,0,2,4,50,0,Outside Off stump,Good Length,0,1,1,0,1,0,0,0,5436,41
29,3,863,1,15,Punjab Kings,Simran Singh,Ravichandran Ashwin,,5,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.3,1,1,0,300427,-135.67,153.45,4,0,,33,CARROM BALL,5,LOFTED OFF DRIVE,0,0,3,4,54,0,Outside Off stump,Full Length,0,0,1,0,0,0,0,0,5436,41
30,4,863,1,15,Punjab Kings,Simran Singh,Ravichandran Ashwin,,5,4,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,4.4,1,1,1,300428,-135.67,153.45,1,0,,23,ARM BALL,55,SWEEP SHOT,0,0,4,4,55,0,Leg stump,Good Length,0,0,1,0,0,0,0,0,5436,41
31,5,863,1,15,Punjab Kings,Simran Singh,Ravichandran Ashwin,,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.4,1,1,0,300429,69.68,134.12,1,0,,33,CARROM BALL,47,FRONTFOOT ON DRIVE,0,0,5,4,56,0,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5436,41
32,6,863,1,15,Punjab Kings,Shikhar Dhawan,Ravichandran Ashwin,,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.5,1,1,0,300430,54.95,-47.29,0,0,,25,OFF SPIN,36,CUT SHOT,0,0,6,4,56,0,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,41,5436
33,7,863,1,15,Punjab Kings,Shikhar Dhawan,Ravichandran Ashwin,,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.6,1,1,0,300431,60.01,55.84,0,0,,25,OFF SPIN,84,FRONTFOOT OFF DRIVE,0,0,7,4,56,0,Off stump,Full Length,0,0,1,0,0,0,0,0,41,5436
34,1,863,1,15,Punjab Kings,Simran Singh,Jason Holder,,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.1,1,1,0,300432,60.01,55.84,0,0,,38,STRAIGHT BALL,36,CUT SHOT,0,0,1,5,56,0,Outside Off stump,Good Length,1,0,1,0,0,0,0,0,5436,41
35,2,863,1,15,Punjab Kings,Simran Singh,Jason Holder,,6,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,5.2,1,1,0,300433,-181.72,88.53,4,0,,38,STRAIGHT BALL,15,LOFTED COVER DRIVE,0,0,2,5,60,0,Outside Off stump,Full Length,0,0,1,0,0,0,0,0,5436,41
36,3,863,1,15,Punjab Kings,Simran Singh,Jason Holder,,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.3,1,1,0,300434,66.00,60.45,0,0,,39,ANGLED IN,47,FRONTFOOT ON DRIVE,0,0,3,5,60,0,Off stump,Full Length,0,0,1,0,0,0,0,0,5436,41
37,4,863,1,15,Punjab Kings,Simran Singh,Jason Holder,,6,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.4,1,1,0,300435,161.31,36.96,1,0,,39,ANGLED IN,70,STEP DOWN PULL SHOT,0,0,4,5,61,0,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,5436,41
38,5,863,1,15,Punjab Kings,Shikhar Dhawan,Jason Holder,,6,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.5,1,1,0,300436,-94.69,89.91,1,0,,39,ANGLED IN,70,STEP DOWN PULL SHOT,0,0,5,5,62,0,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,41,5436
39,6,863,1,15,Punjab Kings,Simran Singh,Jason Holder,,6,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.6,1,1,0,300437,-124.62,77.48,1,0,,38,STRAIGHT BALL,15,LOFTED COVER DRIVE,0,0,6,5,63,0,Outside Off stump,Full Length,0,0,1,0,0,0,0,0,5436,41
41,1,863,1,15,Punjab Kings,Simran Singh,Ravichandran Ashwin,,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.1,1,1,0,300438,133.68,49.40,1,0,,33,CARROM BALL,27,FORWARD PUSH,0,0,1,6,64,0,Off stump,Full Length,1,0,1,0,0,0,0,0,5436,41
42,2,863,1,15,Punjab Kings,Shikhar Dhawan,Ravichandran Ashwin,,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.2,1,1,0,300439,84.41,-33.02,0,0,,23,ARM BALL,36,CUT SHOT,0,0,2,6,64,0,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,41,5436
43,3,863,1,15,Punjab Kings,Shikhar Dhawan,Ravichandran Ashwin,,7,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.3,1,1,0,300440,-9.51,-44.99,1,0,,23,ARM BALL,36,CUT SHOT,0,0,3,6,65,0,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,41,5436
44,4,863,1,15,Punjab Kings,Simran Singh,Ravichandran Ashwin,,7,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.4,1,1,0,300441,-69.37,117.54,1,0,,33,CARROM BALL,21,STEP DOWN OFF DRIVE,0,0,4,6,66,0,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5436,41
45,5,863,1,15,Punjab Kings,Shikhar Dhawan,Ravichandran Ashwin,,7,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.5,1,1,0,300442,90.40,138.26,1,0,,25,OFF SPIN,122,STEP DOWN LOFTED OFF DRIVE,0,0,5,6,67,0,Off stump,Good Length,0,0,1,0,0,0,0,0,41,5436
46,6,863,1,15,Punjab Kings,Simran Singh,Ravichandran Ashwin,,7,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.6,1,1,0,300443,85.33,122.14,1,0,,33,CARROM BALL,97,BACKFOOT PUSH,0,0,6,6,68,0,Off stump,Good Length,0,0,1,0,0,0,0,0,5436,41
47,1,863,1,15,Punjab Kings,Simran Singh,Yuzvendra Chahal,,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.1,1,1,0,300444,-11.82,55.38,0,0,,24,LEG SPIN,53,FRONTFOOT STRAIGHT DRIVE,0,0,1,7,68,0,Outside Leg stump,Full Length,1,0,1,0,0,0,0,0,5436,41
48,2,863,1,15,Punjab Kings,Simran Singh,Yuzvendra Chahal,,8,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,7.2,1,1,0,300445,-128.77,-33.94,2,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Rajasthan-Royals-VS-Punjab-Kings-(05-Apr-2023)/File_1-8-300445.png,24,LEG SPIN,36,CUT SHOT,0,0,2,7,70,0,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5436,41
49,3,863,1,15,Punjab Kings,Simran Singh,Yuzvendra Chahal,,8,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.3,1,1,0,300446,65.08,141.48,1,0,,24,LEG SPIN,47,FRONTFOOT ON DRIVE,0,0,3,7,71,0,Off stump,Full Length,0,0,1,0,0,0,0,0,5436,41
50,4,863,1,15,Punjab Kings,Shikhar Dhawan,Yuzvendra Chahal,,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.4,1,1,0,300447,-26.55,68.27,0,0,,24,LEG SPIN,53,FRONTFOOT STRAIGHT DRIVE,0,0,4,7,71,0,Middle stump,Full Length,0,0,1,0,0,0,0,0,41,5436
51,5,863,1,15,Punjab Kings,Shikhar Dhawan,Yuzvendra Chahal,,8,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,7.5,1,1,0,300448,47.58,-143.99,4,0,,24,LEG SPIN,21,STEP DOWN OFF DRIVE,0,0,5,7,75,0,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,41,5436
52,6,863,1,15,Punjab Kings,Shikhar Dhawan,Yuzvendra Chahal,,8,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,7.6,1,1,0,300449,-9.97,187.99,2,0,,24,LEG SPIN,13,LOFTED STRAIGHT,0,0,6,7,77,0,Leg stump,Full Length,0,0,1,0,0,0,0,0,41,5436
53,1,863,1,15,Punjab Kings,Simran Singh,Trent Boult,,9,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,8.1,1,1,0,300450,-16.42,216.99,6,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Rajasthan-Royals-VS-Punjab-Kings-(05-Apr-2023)/File_1-9-300450.png,30,ANGLED ACROSS,13,LOFTED STRAIGHT,0,0,1,8,83,0,Off stump,Good Length,1,0,1,0,0,0,0,0,5436,41
54,2,863,1,15,Punjab Kings,Simran Singh,Trent Boult,,9,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.2,1,1,0,300451,74.28,133.19,1,0,,47,SLOWER BALL,47,FRONTFOOT ON DRIVE,0,0,2,8,84,0,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5436,41
55,3,863,1,15,Punjab Kings,Shikhar Dhawan,Trent Boult,,9,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.3,1,1,0,300452,83.95,36.96,1,0,,39,ANGLED IN,97,BACKFOOT PUSH,0,0,3,8,85,0,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,41,5436
56,4,863,1,15,Punjab Kings,Simran Singh,Trent Boult,,9,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.4,1,1,0,300453,-84.10,42.03,1,0,,39,ANGLED IN,27,FORWARD PUSH,0,0,4,8,86,0,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,5436,41
57,5,863,1,15,Punjab Kings,Shikhar Dhawan,Trent Boult,,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.5,1,1,0,300454,42.05,40.19,0,0,,39,ANGLED IN,27,FORWARD PUSH,0,0,5,8,86,0,Off stump,Yorker,0,0,1,0,0,0,0,0,41,5436
58,6,863,1,15,Punjab Kings,Shikhar Dhawan,Trent Boult,,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.6,1,1,0,300455,91.78,21.77,0,0,,38,STRAIGHT BALL,89,STEP DOWN COVER DRIVE,0,0,6,8,86,0,Outside Off stump,Full Length,0,0,1,0,0,0,0,0,41,5436
59,1,863,1,15,Punjab Kings,Simran Singh,Jason Holder,,10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.1,1,1,0,300456,-79.50,135.04,1,0,,39,ANGLED IN,84,FRONTFOOT OFF DRIVE,0,0,1,9,87,0,Outside Off stump,Full Length,1,0,1,0,0,0,0,0,5436,41
60,2,863,1,15,Punjab Kings,Shikhar Dhawan,Jason Holder,,10,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,9.2,1,1,0,300457,-142.58,64.13,2,0,,39,ANGLED IN,11,LOFTED ON DRIVE,0,0,2,9,89,0,Outside Off stump,Full Length,0,0,1,0,0,0,0,0,41,5436
61,3,863,1,15,Punjab Kings,Shikhar Dhawan,Jason Holder,,10,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.3,1,1,0,300458,94.08,87.61,1,0,,39,ANGLED IN,51,FRONTFOOT COVERDRIVE,0,0,3,9,90,0,Off stump,Full Length,0,0,1,0,0,0,0,0,41,5436
62,4,863,1,15,Punjab Kings,Simran Singh,Jason Holder,,10,4,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,9.4,1,1,0,300459,94.08,87.61,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Rajasthan-Royals-VS-Punjab-Kings-(05-Apr-2023)/File_1-10-300459.png,38,STRAIGHT BALL,5,LOFTED OFF DRIVE,0,0,4,9,90,1,Outside Off stump,Short of Good Length,1,0,1,0,0,0,0,0,5436,41
63,5,863,1,15,Punjab Kings,Bhanuka Rajapaksa,Jason Holder,,10,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.5,1,1,0,300460,-83.18,-67.09,1,0,,30,ANGLED ACROSS,44,GLIDE,0,0,5,9,91,1,Outside Leg stump,Good Length,2,0,1,0,0,0,0,0,,41
64,6,863,1,15,Punjab Kings,Shikhar Dhawan,Jason Holder,,10,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.6,1,1,0,300461,147.95,44.33,1,0,,39,ANGLED IN,89,STEP DOWN COVER DRIVE,0,0,6,9,92,1,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,41,
66,1,863,1,15,Punjab Kings,Shikhar Dhawan,Ravichandran Ashwin,,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Retired Hurt,,0,10.1,1,1,0,300462,-7.21,70.58,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Rajasthan-Royals-VS-Punjab-Kings-(05-Apr-2023)/File_1-11-300462.png,25,OFF SPIN,13,LOFTED STRAIGHT,0,0,1,10,92,1,Outside Off stump,Full Length,1,0,1,0,0,0,0,0,41,
67,2,863,1,15,Punjab Kings,Shikhar Dhawan,Ravichandran Ashwin,,11,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.2,1,1,0,300463,135.52,-22.89,1,0,,25,OFF SPIN,36,CUT SHOT,0,0,2,10,93,1,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,41,
68,3,863,1,15,Punjab Kings,Jitesh Sharma,Ravichandran Ashwin,,11,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.3,1,1,0,300464,127.69,-0.33,1,0,,25,OFF SPIN,40,FRONTFOOT FLICK,0,0,3,10,94,1,Off stump,Full Length,0,0,1,0,0,0,0,0,,41
69,4,863,1,15,Punjab Kings,Shikhar Dhawan,Ravichandran Ashwin,,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.4,1,1,0,300465,63.23,51.24,0,0,,25,OFF SPIN,27,FORWARD PUSH,0,0,4,10,94,1,Off stump,Yorker,0,0,1,0,0,0,0,0,41,
70,5,863,1,15,Punjab Kings,Shikhar Dhawan,Ravichandran Ashwin,,11,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.5,1,1,0,300466,-58.78,156.68,1,0,,25,OFF SPIN,47,FRONTFOOT ON DRIVE,0,0,5,10,95,1,Outside Off stump,Full Length,0,0,1,0,0,0,0,0,41,
71,6,863,1,15,Punjab Kings,Jitesh Sharma,Ravichandran Ashwin,,11,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.6,1,1,0,300467,-27.47,63.21,0,0,,33,CARROM BALL,53,FRONTFOOT STRAIGHT DRIVE,0,0,6,10,95,1,Off stump,Good Length,0,0,1,0,0,0,0,0,,41
72,1,863,1,15,Punjab Kings,Shikhar Dhawan,Yuzvendra Chahal,,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.1,1,1,0,300468,-91.01,137.80,1,0,,24,LEG SPIN,47,FRONTFOOT ON DRIVE,0,0,1,11,96,1,Outside Off stump,Full Length,1,0,1,0,0,0,0,0,41,
73,2,863,1,15,Punjab Kings,Jitesh Sharma,Yuzvendra Chahal,,12,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,11.2,1,1,0,300469,112.04,122.14,2,0,,24,LEG SPIN,94,STEP DOWN LOFTED ON DRIVE,0,0,2,11,98,1,Off stump,Full Length,0,0,1,0,0,0,0,0,,41
74,3,863,1,15,Punjab Kings,Jitesh Sharma,Yuzvendra Chahal,,12,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,11.3,1,1,0,300470,-156.39,140.10,4,0,,24,LEG SPIN,51,FRONTFOOT COVERDRIVE,0,0,3,11,102,1,Outside Off stump,Good Length,0,1,2,0,0,1,0,0,,41
