,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick,STclientID,NSTclientID
10,2,862,1,14,Delhi Capitals,David Warner,Josh Little,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,300169,-23.33,25.91,0,0,,43,NIPBACKER,50,BACKFOOT DEFENCE,0,0,2,1,12,0,Off stump,Short of Good Length,0,0,0,0,0,0,0,0,170,3764
11,3,862,1,14,Delhi Capitals,David Warner,Josh Little,,2,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,300170,138.28,56.30,2,0,,42,OUTSWINGER,27,FORWARD PUSH,0,0,3,1,14,0,Outside Off stump,Full Toss,0,0,0,0,0,0,0,0,170,3764
12,4,862,1,14,Delhi Capitals,David Warner,Josh Little,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,300171,138.28,56.30,0,0,,42,OUTSWINGER,58,BACKFOOT PULL SHOT,0,0,4,1,14,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,170,3764
13,5,862,1,14,Delhi Capitals,David Warner,Josh Little,,2,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1.5,1,1,0,300172,147.03,4.27,2,0,,42,OUTSWINGER,97,BACKFOOT PUSH,0,0,5,1,16,0,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,170,3764
14,6,862,1,14,Delhi Capitals,David Warner,Josh Little,,2,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.6,1,1,0,300173,176.04,100.50,4,0,,38,STRAIGHT BALL,52,BACKFOOT COVERDRIVE,0,0,6,1,20,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,170,3764
15,1,862,1,14,Delhi Capitals,Prithvi Shaw,Mohammad Shami,,3,1,3 (WD),3,0,0,0,0,0,3,1,0,0,0,0,0,0,,,0,2.1,1,1,1,300174,176.04,100.50,3,0,,39,ANGLED IN,54,LEG GLANCE,0,0,1,2,23,0,Leg stump,Good Length,1,0,0,0,0,0,0,0,3764,170
16,2,862,1,14,Delhi Capitals,Prithvi Shaw,Mohammad Shami,,3,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.1,1,1,0,300175,-79.96,-132.94,4,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Delhi-Capitals-VS-Gujarat-Titans-(04-Apr-2023)/File_1-3-300175.png,42,OUTSWINGER,36,CUT SHOT,0,0,2,2,27,0,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,3764,170
17,3,862,1,14,Delhi Capitals,Prithvi Shaw,Mohammad Shami,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.2,1,1,0,300176,87.18,40.19,0,0,,41,INSWINGER,97,BACKFOOT PUSH,0,0,3,2,27,0,Off stump,Good Length,0,0,0,0,0,0,0,0,3764,170
18,4,862,1,14,Delhi Capitals,Prithvi Shaw,Mohammad Shami,,3,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,2.3,1,1,0,300177,123.09,98.66,2,0,,39,ANGLED IN,47,FRONTFOOT ON DRIVE,0,0,4,2,29,0,Off stump,Full Length,0,0,0,0,0,0,0,0,3764,170
19,5,862,1,14,Delhi Capitals,Prithvi Shaw,Mohammad Shami,,3,4,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,2.4,1,1,0,300178,123.09,98.66,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Delhi-Capitals-VS-Gujarat-Titans-(04-Apr-2023)/File_1-3-300178.png,42,OUTSWINGER,58,BACKFOOT PULL SHOT,0,0,5,2,29,1,Outside Off stump,Short of Good Length,1,0,0,0,0,0,0,0,3764,170
20,6,862,1,14,Delhi Capitals,Mitchell Marsh,Mohammad Shami,,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.5,1,1,0,300179,123.09,98.66,0,0,,42,OUTSWINGER,105,LEFT ALONE,0,0,6,2,29,1,Outside Off stump,Good Length,2,0,0,0,0,0,0,0,221,170
21,7,862,1,14,Delhi Capitals,Mitchell Marsh,Mohammad Shami,,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.6,1,1,0,300180,-27.93,53.08,0,0,,39,ANGLED IN,49,FORWARD DEFENCE,0,0,7,2,29,1,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,221,170
22,1,862,1,14,Delhi Capitals,David Warner,Josh Little,,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.1,1,1,0,300181,-27.93,53.08,0,0,,39,ANGLED IN,97,BACKFOOT PUSH,0,0,1,3,29,1,Outside Off stump,Good Length,1,0,0,0,0,0,0,0,170,221
23,2,862,1,14,Delhi Capitals,David Warner,Josh Little,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.2,1,1,0,300182,-27.93,53.08,0,0,,42,OUTSWINGER,36,CUT SHOT,0,0,2,3,29,1,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,170,221
24,3,862,1,14,Delhi Capitals,David Warner,Josh Little,,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.3,1,1,0,300183,75.67,34.20,0,0,,42,OUTSWINGER,50,BACKFOOT DEFENCE,0,0,3,3,29,1,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,170,221
25,4,862,1,14,Delhi Capitals,David Warner,Josh Little,,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.4,1,1,0,300184,87.64,-29.34,0,0,,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,4,3,29,1,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,170,221
26,5,862,1,14,Delhi Capitals,David Warner,Josh Little,,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.5,1,1,0,300185,48.04,74.72,0,0,,39,ANGLED IN,27,FORWARD PUSH,0,0,5,3,29,1,Off stump,Good Length,0,0,0,0,0,0,0,0,170,221
27,6,862,1,14,Delhi Capitals,David Warner,Josh Little,,4,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.6,1,1,0,300186,76.13,-133.86,4,0,,39,ANGLED IN,46,FRONTFOOT PULL SHOT,0,0,6,3,33,1,Outside Off stump,Full Toss,0,0,0,0,0,0,0,0,170,221
28,1,862,1,14,Delhi Capitals,Mitchell Marsh,Mohammad Shami,,5,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.1,1,1,0,300187,-180.79,82.09,4,0,,39,ANGLED IN,52,BACKFOOT COVERDRIVE,0,0,1,4,37,1,Outside Off stump,Short of Good Length,1,0,0,0,0,0,0,0,221,170
29,2,862,1,14,Delhi Capitals,Mitchell Marsh,Mohammad Shami,,5,2,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Bowled,WICKET,1,4.2,1,1,0,300188,-180.79,82.09,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Delhi-Capitals-VS-Gujarat-Titans-(04-Apr-2023)/File_1-5-300188.png,42,OUTSWINGER,97,BACKFOOT PUSH,0,0,2,4,37,2,Outside Off stump,Good Length,2,0,0,0,0,0,0,0,221,170
30,3,862,1,14,Delhi Capitals,Sarfaraz Khan,Mohammad Shami,,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.3,1,1,0,300189,-180.79,82.09,0,0,,42,OUTSWINGER,105,LEFT ALONE,0,0,3,4,37,2,Outside Off stump,Good Length,3,0,0,0,0,0,0,0,1564,170
31,4,862,1,14,Delhi Capitals,Sarfaraz Khan,Mohammad Shami,,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.4,1,1,0,300190,-97.92,-82.29,1,0,,43,NIPBACKER,44,GLIDE,0,0,4,4,38,2,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,1564,170
32,5,862,1,14,Delhi Capitals,David Warner,Mohammad Shami,,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.5,1,1,0,300191,78.89,46.63,0,0,,39,ANGLED IN,27,FORWARD PUSH,0,0,5,4,38,2,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,170,1564
33,6,862,1,14,Delhi Capitals,David Warner,Mohammad Shami,,5,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,4.6,1,1,0,300192,176.04,-13.68,4,0,,38,STRAIGHT BALL,96,SLICED OVER POINT,0,0,6,4,42,2,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,170,1564
34,1,862,1,14,Delhi Capitals,Sarfaraz Khan,Hardik Pandya,,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.1,1,1,0,300193,84.87,-80.45,1,0,,41,INSWINGER,54,LEG GLANCE,0,0,1,5,43,2,Off stump,Short of Good Length,1,0,0,0,0,0,0,0,1564,170
35,2,862,1,14,Delhi Capitals,David Warner,Hardik Pandya,,6,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,5.2,1,1,0,300194,-181.72,19.93,4,0,,30,ANGLED ACROSS,58,BACKFOOT PULL SHOT,0,0,2,5,47,2,Outside Leg stump,Short of Good Length,0,0,0,0,0,0,0,0,170,1564
36,3,862,1,14,Delhi Capitals,David Warner,Hardik Pandya,,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.3,1,1,0,300195,50.80,83.01,0,0,,30,ANGLED ACROSS,84,FRONTFOOT OFF DRIVE,0,0,3,5,47,2,Off stump,Full Length,0,0,0,0,0,0,0,0,170,1564
37,4,862,1,14,Delhi Capitals,David Warner,Hardik Pandya,,6,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.4,1,1,0,300196,87.64,-78.60,1,0,,30,ANGLED ACROSS,44,GLIDE,0,0,4,5,48,2,Middle stump,Good Length,0,0,0,0,0,0,0,0,170,1564
38,5,862,1,14,Delhi Capitals,Sarfaraz Khan,Hardik Pandya,,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.5,1,1,0,300197,60.01,44.33,0,0,,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,5,5,48,2,Outside Off stump,Short of Good Length,0,0,0,0,0,0,0,0,1564,170
39,6,862,1,14,Delhi Capitals,Sarfaraz Khan,Hardik Pandya,,6,6,4 (LB),4,0,0,0,0,1,4,0,0,0,1,1,0,0,,,0,5.6,1,1,1,300198,60.01,44.33,4,0,,39,ANGLED IN,54,LEG GLANCE,0,0,6,5,52,2,Off stump,Good Length,0,1,1,0,1,0,0,0,1564,170
40,1,862,1,14,Delhi Capitals,David Warner,Alzarri Joseph,,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.1,1,1,0,300199,55.87,34.66,0,0,,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,1,6,52,2,Off stump,Good Length,1,0,1,0,0,0,0,0,170,1564
41,2,862,1,14,Delhi Capitals,David Warner,Alzarri Joseph,,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.2,1,1,0,300200,55.41,54.00,0,0,,30,ANGLED ACROSS,97,BACKFOOT PUSH,0,0,2,6,52,2,Leg stump,Good Length,0,0,1,0,0,0,0,0,170,1564
42,3,862,1,14,Delhi Capitals,David Warner,Alzarri Joseph,,7,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,6.3,1,1,0,300201,128.62,172.79,4,0,,30,ANGLED ACROSS,5,LOFTED OFF DRIVE,0,0,3,6,56,2,Outside Off stump,Full Length,0,0,1,0,0,0,0,0,170,1564
43,4,862,1,14,Delhi Capitals,David Warner,Alzarri Joseph,,7,4,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,6.4,1,1,1,300202,128.62,172.79,1,0,,38,STRAIGHT BALL,105,LEFT ALONE,0,0,4,6,57,2,Outside Leg stump,Good Length,0,0,1,0,0,0,0,0,170,1564
44,5,862,1,14,Delhi Capitals,David Warner,Alzarri Joseph,,7,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,6.4,1,1,0,300203,140.59,-87.81,4,0,,30,ANGLED ACROSS,36,CUT SHOT,0,0,5,6,61,2,Off stump,Short of Good Length,0,0,1,0,0,0,0,0,170,1564
45,6,862,1,14,Delhi Capitals,David Warner,Alzarri Joseph,,7,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.5,1,1,0,300204,42.05,59.53,0,0,,30,ANGLED ACROSS,49,FORWARD DEFENCE,0,0,6,6,61,2,Leg stump,Good Length,0,0,1,0,0,0,0,0,170,1564
46,7,862,1,14,Delhi Capitals,David Warner,Alzarri Joseph,,7,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,6.6,1,1,0,300205,-67.07,-116.36,2,0,,38,STRAIGHT BALL,54,LEG GLANCE,0,0,7,6,63,2,Outside Leg stump,Good Length,0,0,1,0,0,0,0,0,170,1564
47,1,862,1,14,Delhi Capitals,Sarfaraz Khan,Hardik Pandya,,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.1,1,1,0,300206,-56.02,26.37,0,0,,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,1,7,63,2,Outside Off stump,Short of Good Length,1,0,1,0,0,0,0,0,1564,170
48,2,862,1,14,Delhi Capitals,Sarfaraz Khan,Hardik Pandya,,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.2,1,1,0,300207,127.69,-38.09,1,0,,39,ANGLED IN,58,BACKFOOT PULL SHOT,0,0,2,7,64,2,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,1564,170
49,3,862,1,14,Delhi Capitals,David Warner,Hardik Pandya,,8,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.3,1,1,0,300208,-120.02,48.47,1,0,,43,NIPBACKER,97,BACKFOOT PUSH,0,0,3,7,65,2,Outside Leg stump,Short of Good Length,0,0,1,0,0,0,0,0,170,1564
50,4,862,1,14,Delhi Capitals,Sarfaraz Khan,Hardik Pandya,,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.4,1,1,0,300209,-70.75,10.72,0,0,,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,4,7,65,2,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,1564,170
51,5,862,1,14,Delhi Capitals,Sarfaraz Khan,Hardik Pandya,,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.5,1,1,0,300210,71.98,71.04,1,0,,39,ANGLED IN,50,BACKFOOT DEFENCE,0,0,5,7,66,2,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,1564,170
52,6,862,1,14,Delhi Capitals,David Warner,Hardik Pandya,,8,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.6,1,1,0,300211,-137.97,61.37,1,0,,30,ANGLED ACROSS,58,BACKFOOT PULL SHOT,0,0,6,7,67,2,Middle stump,Short of Good Length,0,0,1,0,0,0,0,0,170,1564
54,1,862,1,14,Delhi Capitals,David Warner,Alzarri Joseph,,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.1,1,1,0,300212,71.98,-21.97,0,0,,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,1,8,67,2,Middle stump,Short of Good Length,1,0,1,0,0,0,0,0,170,1564
55,2,862,1,14,Delhi Capitals,David Warner,Alzarri Joseph,,9,2,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Bowled,WICKET,1,8.2,1,1,0,300213,71.98,-21.97,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Delhi-Capitals-VS-Gujarat-Titans-(04-Apr-2023)/File_1-9-300213.png,30,ANGLED ACROSS,36,CUT SHOT,0,0,2,8,67,3,Leg stump,Short of Good Length,2,0,1,0,0,0,0,0,170,1564
56,3,862,1,14,Delhi Capitals,Rilee Rossouw,Alzarri Joseph,,9,3,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,8.3,1,1,0,300214,71.98,-21.97,0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/TATA-IPL-2023/Delhi-Capitals-VS-Gujarat-Titans-(04-Apr-2023)/File_1-9-300214.png,30,ANGLED ACROSS,50,BACKFOOT DEFENCE,0,0,3,8,67,4,Outside Leg stump,Short of Good Length,0,0,1,0,0,0,0,0,,1564
57,4,862,1,14,Delhi Capitals,Abishek Porel,Alzarri Joseph,,9,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,8.4,1,1,0,300215,-83.18,89.91,1,0,,30,ANGLED ACROSS,27,FORWARD PUSH,0,0,4,8,68,4,Outside Leg stump,Good Length,1,0,1,0,0,0,0,0,,1564
58,5,862,1,14,Delhi Capitals,Sarfaraz Khan,Alzarri Joseph,,9,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,8.5,1,1,0,300216,-122.78,-67.09,2,0,,39,ANGLED IN,36,CUT SHOT,0,0,5,8,70,4,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,1564,
59,6,862,1,14,Delhi Capitals,Sarfaraz Khan,Alzarri Joseph,,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,8.6,1,1,0,300217,34.23,-26.58,0,0,,39,ANGLED IN,58,BACKFOOT PULL SHOT,0,0,6,8,70,4,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,1564,
60,1,862,1,14,Delhi Capitals,Abishek Porel,Hardik Pandya,,10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.1,1,1,0,300218,133.22,-9.08,1,0,,30,ANGLED ACROSS,16,BACKFOOT SQUARE DRIVE,0,0,1,9,71,4,Off stump,Short of Good Length,1,0,1,0,0,0,0,0,,1564
61,2,862,1,14,Delhi Capitals,Sarfaraz Khan,Hardik Pandya,,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,9.2,1,1,0,300219,-65.23,28.68,0,0,,39,ANGLED IN,49,FORWARD DEFENCE,0,0,2,9,71,4,Off stump,Good Length,0,0,1,0,0,0,0,0,1564,
62,3,862,1,14,Delhi Capitals,Sarfaraz Khan,Hardik Pandya,,10,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,9.3,1,1,0,300220,-145.34,-98.40,4,0,,38,STRAIGHT BALL,36,CUT SHOT,0,0,3,9,75,4,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,1564,
63,4,862,1,14,Delhi Capitals,Sarfaraz Khan,Hardik Pandya,,10,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.4,1,1,0,300221,124.47,90.37,1,0,,39,ANGLED IN,97,BACKFOOT PUSH,0,0,4,9,76,4,Off stump,Good Length,0,0,1,0,0,0,0,0,1564,
64,5,862,1,14,Delhi Capitals,Abishek Porel,Hardik Pandya,,10,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.5,1,1,0,300222,-120.94,-69.40,1,0,,36,BOUNCER,46,FRONTFOOT PULL SHOT,1,0,5,9,77,4,Outside Leg stump,Short Length,0,0,1,0,0,0,0,0,,1564
65,6,862,1,14,Delhi Capitals,Sarfaraz Khan,Hardik Pandya,,10,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,9.6,1,1,0,300223,133.68,-36.24,1,0,,36,BOUNCER,58,BACKFOOT PULL SHOT,1,0,6,9,78,4,Outside Off stump,Short Length,0,0,1,0,0,0,0,0,1564,
67,1,862,1,14,Delhi Capitals,Sarfaraz Khan,Alzarri Joseph,,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.1,1,1,0,300224,-73.51,-35.32,0,0,,39,ANGLED IN,97,BACKFOOT PUSH,0,0,1,10,78,4,Outside Off stump,Good Length,1,0,1,0,0,0,0,0,1564,
68,2,862,1,14,Delhi Capitals,Sarfaraz Khan,Alzarri Joseph,,11,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.2,1,1,0,300225,134.14,-26.12,1,0,,39,ANGLED IN,47,FRONTFOOT ON DRIVE,0,0,2,10,79,4,Outside Off stump,Full Length,0,0,1,0,0,0,0,0,1564,
69,3,862,1,14,Delhi Capitals,Abishek Porel,Alzarri Joseph,,11,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,10.3,1,1,0,300226,-50.03,-119.12,2,0,,38,STRAIGHT BALL,54,LEG GLANCE,0,0,3,10,81,4,Outside Leg stump,Good Length,0,0,1,0,0,0,0,0,,1564
70,4,862,1,14,Delhi Capitals,Abishek Porel,Alzarri Joseph,,11,4,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,10.4,1,1,0,300227,90.86,-128.79,6,0,,30,ANGLED ACROSS,36,CUT SHOT,0,0,4,10,87,4,Outside Off stump,Short of Good Length,0,0,1,0,0,0,0,0,,1564
71,5,862,1,14,Delhi Capitals,Abishek Porel,Alzarri Joseph,,11,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,10.5,1,1,0,300228,-27.47,5.19,0,0,,36,BOUNCER,58,BACKFOOT PULL SHOT,1,0,5,10,87,4,Outside Leg stump,Short Length,0,0,1,0,0,0,0,0,,1564
72,6,862,1,14,Delhi Capitals,Abishek Porel,Alzarri Joseph,,11,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,10.6,1,1,0,300229,-122.32,-27.04,1,0,,38,STRAIGHT BALL,46,FRONTFOOT PULL SHOT,0,0,6,10,88,4,Outside Leg stump,Short of Good Length,0,0,1,0,0,0,0,0,,1564
73,1,862,1,14,Delhi Capitals,Abishek Porel,Yash Dayal,,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,11.1,1,1,0,300230,9.36,124.45,1,0,,39,ANGLED IN,53,FRONTFOOT STRAIGHT DRIVE,0,0,1,11,89,4,Outside Off stump,Good Length,1,0,1,0,0,0,0,0,,1564
74,2,862,1,14,Delhi Capitals,Sarfaraz Khan,Yash Dayal,,12,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,11.2,1,1,0,300231,85.33,113.40,2,0,,30,ANGLED ACROSS,11,LOFTED ON DRIVE,0,0,2,11,91,4,Outside Off stump,Good Length,0,0,1,0,0,0,0,0,1564,
